district,lat,lon,ndvi,ndbi,ndwi,surface_temp_c,elevation_m,slope_degrees,texture_contrast,texture_homogeneity,land_type,year
Nanded,18.94922402798587,77.12633466238643,0.802,-0.275,-0.05,23.71,396.35,4.6,0.442,0.446,forest,2019
Nanded,19.489435375505703,76.82544797809882,0.18,0.235,-0.479,32.63,385.06,8.46,0.135,0.504,urban,2018
Nanded,19.37343018898906,76.99824277732458,0.01,0.452,-0.443,39.89,353.69,1.52,0.134,0.502,urban,2016
Nanded,19.03580137685717,77.56191363956823,0.577,-0.281,-0.25,34.64,195.99,4.57,0.539,0.475,agricultural,2019
Nanded,19.15120917104418,77.34550848195464,0.562,-0.244,0.124,37.94,383.6,3.48,0.723,0.285,agricultural,2013
Nanded,19.409725287824124,76.9596763381551,0.293,0.495,0.059,38.15,373.61,3.2,0.764,0.648,urban,2010
Nanded,18.84315643352695,77.15512743717747,0.059,0.222,-0.413,36.79,143.72,9.59,0.701,0.572,urban,2014
Nanded,19.391312336774494,77.34594755017089,0.358,-0.286,0.074,28.19,151.65,2.29,0.671,0.736,agricultural,2018
Nanded,18.81002373396172,77.66684605010735,-0.158,-0.198,-0.426,31.48,254.0,3.59,0.364,0.662,barren,2022
Nanded,19.625546440742838,77.64571136348866,0.243,0.195,-0.426,39.48,510.47,2.89,0.77,0.606,urban,2019
Nanded,18.840071341859325,77.38121988706123,0.581,-0.32,-0.428,22.56,453.03,9.13,0.879,0.362,forest,2022
Nanded,18.8775655331196,77.64409359128264,-0.02,0.078,0.086,42.54,547.54,4.82,0.551,0.662,urban,2017
Nanded,19.352998882402566,77.80393513502236,-0.093,0.379,0.043,35.92,463.96,2.14,0.561,0.62,urban,2015
Nanded,19.484739369710613,77.69236504455718,-0.027,0.188,0.116,39.3,538.19,4.34,0.736,0.722,urban,2010
Nanded,19.575483994522735,76.90757535886407,0.388,-0.324,-0.378,29.81,343.91,9.6,0.574,0.712,agricultural,2020
Nanded,19.19601985664803,77.70250467394033,0.365,-0.384,-0.068,28.62,493.33,0.64,0.227,0.429,agricultural,2010
Nanded,18.98408783929635,76.9154451187112,0.285,0.431,-0.425,40.21,320.86,1.26,0.544,0.414,urban,2023
Nanded,19.072646507750775,77.27601125343436,0.892,-0.21,-0.304,29.34,574.04,8.1,0.627,0.426,forest,2023
Nanded,18.969469840325235,76.95063204071239,0.28,0.356,-0.296,40.12,396.95,8.12,0.176,0.621,urban,2015
Nanded,18.774099875759653,77.47443745216877,0.193,0.099,0.011,34.11,592.96,8.03,0.331,0.644,urban,2013
Nanded,18.948275601457595,77.15880253529522,0.324,-0.367,0.185,29.21,398.71,0.71,0.636,0.367,agricultural,2013
Nanded,19.243117382304685,77.14810176167484,0.582,-0.123,0.134,28.96,153.22,2.33,0.59,0.782,forest,2015
Nanded,18.83321859042028,77.36777734722688,0.227,-0.019,0.117,44.67,583.83,1.48,0.54,0.551,urban,2017
Nanded,19.262609104592098,77.00162853545791,0.559,-0.368,-0.279,28.6,578.41,8.04,0.708,0.213,agricultural,2017
Nanded,18.716388058927123,77.31896898883448,0.565,-0.252,0.096,30.55,113.73,9.14,0.827,0.474,agricultural,2015
Nanded,18.715663606834177,77.65026899378499,0.71,-0.171,0.002,22.57,452.67,1.36,0.172,0.439,forest,2019
Nanded,19.230167002507077,77.26131607511006,-0.015,-0.265,-0.096,37.78,557.89,8.49,0.407,0.287,barren,2019
Nanded,19.177000417031998,77.7960060597694,-0.01,-0.041,-0.195,40.46,412.69,7.74,0.473,0.393,urban,2015
Nanded,19.217417464488403,77.0530025838007,-0.082,0.217,-0.27,33.37,317.34,6.41,0.523,0.218,urban,2017
Nanded,19.365965137664976,77.57362210329161,0.637,-0.375,0.101,22.38,274.0,3.95,0.595,0.673,forest,2010
Nanded,19.199864430812717,77.29026398630899,0.377,-0.135,-0.21,28.11,434.05,6.04,0.201,0.776,agricultural,2010
Nanded,18.752890728971373,77.51829515882491,0.459,-0.416,0.167,35.02,383.8,6.31,0.772,0.581,agricultural,2021
Nanded,19.287744274288517,77.64661175801291,0.126,0.48,0.014,36.47,167.7,4.82,0.643,0.306,urban,2019
Nanded,18.892709260040498,76.89268868650085,-0.037,0.323,-0.452,32.1,116.32,6.32,0.879,0.663,urban,2017
Nanded,18.92277089388705,77.36199193815368,0.547,-0.499,0.055,30.43,249.61,3.44,0.711,0.359,agricultural,2023
Nanded,19.519269888725077,77.148449632319,0.085,0.473,-0.316,33.19,370.49,1.85,0.431,0.312,urban,2021
Nanded,19.106989241753578,76.97369428779393,0.61,-0.121,0.158,33.25,591.63,6.56,0.203,0.733,agricultural,2016
Nanded,18.708174810183134,77.00263779929546,0.217,0.275,0.117,42.76,260.06,2.56,0.687,0.544,urban,2010
Nanded,19.335417518472386,77.12788142797324,0.361,-0.264,-0.44,30.08,372.69,1.33,0.299,0.744,agricultural,2011
Nanded,19.383640441716768,77.35736368818544,0.251,0.05,-0.088,36.79,476.07,3.72,0.299,0.565,urban,2018
Nanded,19.207308516370688,77.49674098409724,0.187,0.153,0.057,39.61,198.12,8.91,0.769,0.778,urban,2014
Nanded,18.639064766322498,77.46036267313241,0.645,-0.479,0.139,30.71,128.52,2.38,0.569,0.229,agricultural,2020
Nanded,19.095932674218115,77.6706873767887,0.481,-0.162,-0.32,30.81,138.77,5.39,0.393,0.404,agricultural,2022
Nanded,19.530412140637768,77.40766420304408,-0.058,0.214,-0.362,34.76,228.37,4.59,0.496,0.723,urban,2010
Nanded,19.389544197938203,77.59717020682892,0.013,0.391,0.055,42.37,108.18,7.54,0.782,0.563,urban,2014
Nanded,19.57722670160623,77.15836108589508,0.103,0.388,0.055,43.91,560.69,5.3,0.125,0.211,urban,2014
Nanded,19.163883462805664,77.14644209704603,0.451,-0.312,-0.314,33.9,492.31,2.57,0.694,0.603,agricultural,2015
Nanded,18.85710765100684,76.94495232625837,0.849,-0.339,-0.238,27.13,560.17,5.08,0.678,0.474,forest,2013
Nanded,18.986372475407173,77.45902694550935,-0.045,-0.087,-0.113,33.7,532.85,9.83,0.497,0.47,urban,2010
Nanded,18.94264570803371,77.58012243385068,0.143,0.106,-0.26,40.38,377.27,7.19,0.853,0.668,urban,2014
Nanded,19.38800107957336,77.16643000530189,-0.23,-0.189,0.743,26.0,219.32,4.33,0.141,0.611,water,2010
Nanded,18.733621588685633,77.60359207611579,0.686,-0.264,-0.448,27.69,363.35,6.24,0.679,0.605,forest,2012
Nanded,19.22346682245302,76.89050642746649,0.544,-0.214,-0.317,30.21,513.05,3.9,0.56,0.531,agricultural,2022
Nanded,19.057803108874467,77.1762174156509,0.621,-0.473,-0.164,29.22,294.59,7.82,0.33,0.714,forest,2015
Nanded,19.207741221508208,76.85517369393925,-0.082,-0.295,0.469,24.46,183.32,7.72,0.837,0.301,water,2014
Nanded,18.977875836924305,77.54475148079118,0.416,-0.32,0.015,28.44,490.62,2.03,0.708,0.575,agricultural,2015
Nanded,19.5706719406922,77.6165618161704,0.595,-0.412,-0.457,25.14,148.85,4.2,0.108,0.293,forest,2020
Nanded,19.20218603373463,77.48653979873511,-0.006,0.331,-0.032,34.3,285.53,9.14,0.691,0.656,urban,2018
Nanded,19.53708912361233,77.77443882470331,0.003,-0.204,0.013,28.31,415.89,6.3,0.154,0.446,barren,2019
Nanded,18.737509927660913,76.94667400697904,0.813,-0.439,-0.238,23.46,426.07,7.73,0.807,0.716,forest,2021
Nanded,19.257992964138918,77.02726738606911,0.264,0.406,-0.178,37.59,376.4,5.97,0.303,0.442,urban,2012
Nanded,19.025226113335535,77.045252195016,0.9,-0.387,-0.113,26.43,325.74,2.42,0.552,0.255,forest,2012
Nanded,19.366153135431485,77.39187543263489,0.55,-0.13,-0.01,23.35,574.7,2.16,0.288,0.28,forest,2013
Nanded,19.251352692978106,77.17321625236742,0.323,-0.49,-0.127,34.52,511.44,4.78,0.641,0.64,agricultural,2021
Nanded,18.87597414832768,77.23993095449336,0.353,-0.241,0.038,29.9,347.43,3.97,0.265,0.347,agricultural,2019
Nanded,19.409565623614597,76.85656131626638,0.456,-0.278,-0.435,33.81,110.92,2.57,0.502,0.612,agricultural,2020
Nanded,19.546885977164166,77.41429019484622,0.115,0.113,-0.014,35.69,471.86,6.02,0.732,0.791,urban,2010
Nanded,18.6782077131047,77.29161962066048,0.658,-0.439,-0.47,33.33,587.18,7.1,0.344,0.601,agricultural,2019
Nanded,19.59290469356335,77.69535757085903,-0.005,-0.07,-0.325,41.39,375.59,0.23,0.428,0.651,urban,2018
Nanded,19.057631937327645,77.40499347627419,-0.099,0.031,-0.355,37.37,422.88,1.53,0.833,0.666,urban,2012
Nanded,18.650801661146787,76.92906626400735,0.117,0.249,0.102,34.6,441.86,1.07,0.467,0.582,urban,2010
Nanded,18.662844542598428,77.38495905898831,0.337,-0.35,-0.065,37.96,227.04,1.36,0.432,0.288,agricultural,2014
Nanded,18.658418178687317,77.10556417827944,0.852,-0.156,-0.429,23.18,345.56,3.68,0.662,0.497,forest,2023
Nanded,18.728440259115946,77.0043107430533,0.661,-0.295,0.059,32.02,438.48,1.69,0.689,0.672,agricultural,2019
Nanded,18.804900705342238,77.31956404209491,0.685,-0.245,-0.054,27.35,457.21,5.06,0.56,0.205,forest,2013
Nanded,18.712866904109962,76.96639009487372,0.598,-0.176,0.01,32.86,240.64,4.45,0.107,0.559,agricultural,2022
Nanded,18.92835387919916,77.70820522152358,0.55,-0.495,-0.099,34.38,494.14,0.68,0.102,0.66,agricultural,2020
Nanded,19.561050920368032,77.44448244034783,0.374,-0.266,-0.423,32.03,541.03,6.08,0.652,0.336,agricultural,2012
Nanded,19.047871580197356,77.05949327568958,0.342,-0.494,-0.489,28.51,555.81,3.58,0.339,0.45,agricultural,2022
Nanded,19.139940739490196,77.3229819775543,0.537,-0.457,-0.081,25.17,551.23,4.64,0.503,0.757,forest,2022
Nanded,18.86837780601966,77.391320425448,0.445,-0.216,-0.225,33.88,323.7,5.29,0.762,0.448,agricultural,2017
Nanded,18.7142056499086,77.53423988172565,0.675,-0.223,-0.284,37.63,271.36,9.83,0.254,0.8,agricultural,2012
Nanded,18.83349383231332,77.07400520630988,0.196,0.308,0.044,38.13,127.06,3.58,0.614,0.588,urban,2015
Nanded,19.22544426404133,77.37471342912343,0.495,-0.209,0.097,28.86,562.81,9.28,0.106,0.504,agricultural,2017
Nanded,19.041788367004525,77.23547585489813,0.546,-0.299,-0.294,28.96,204.19,7.4,0.293,0.698,agricultural,2017
Nanded,19.238145967137473,76.93603825428177,0.647,-0.414,-0.367,37.85,370.3,1.91,0.233,0.717,agricultural,2019
Nanded,18.945531086518933,77.09086573781997,0.655,-0.322,0.193,30.82,364.41,1.73,0.452,0.306,agricultural,2022
Nanded,19.59380298243596,77.5766679546037,0.413,-0.112,-0.473,32.97,414.62,6.61,0.704,0.657,agricultural,2010
Nanded,19.17146106258691,77.0686317253066,0.229,0.219,-0.04,38.22,238.21,3.13,0.388,0.404,urban,2013
Nanded,18.925647611354623,77.20884551367124,0.507,-0.134,-0.216,30.23,273.43,8.77,0.853,0.732,agricultural,2013
Nanded,19.404355572213767,76.91434339728114,0.69,-0.37,-0.403,30.82,581.99,4.16,0.847,0.262,agricultural,2014
Nanded,19.534826450190398,77.61864791004385,0.379,-0.254,-0.196,34.67,586.7,0.53,0.253,0.584,agricultural,2016
Nanded,19.06048119464046,77.33503789987203,0.486,-0.202,-0.354,28.14,385.01,8.13,0.447,0.542,agricultural,2023
Nanded,19.141369921266968,77.42348354934587,0.654,-0.309,-0.495,36.0,408.86,7.3,0.821,0.372,agricultural,2018
Nanded,19.480692546651035,77.30953783050168,0.038,0.408,-0.012,41.53,504.0,2.58,0.697,0.664,urban,2022
Nanded,19.561508766640653,77.68453747200259,0.102,-0.041,0.096,38.94,397.22,1.21,0.581,0.225,urban,2017
Nanded,19.21177171995173,77.58499167406671,0.378,-0.262,-0.078,36.03,478.46,9.93,0.381,0.275,agricultural,2013
Nanded,18.9894072364585,77.70753259295863,0.414,-0.406,0.062,35.54,201.7,8.69,0.208,0.266,agricultural,2017
Nanded,19.36651505941063,77.07844704551646,0.578,-0.342,-0.39,35.13,399.57,9.88,0.712,0.261,agricultural,2015
Nanded,19.098885225067402,77.70002305193935,0.685,-0.492,-0.333,32.99,139.53,3.44,0.498,0.468,agricultural,2017
Nanded,19.176859174805035,77.15566075595932,0.502,-0.124,-0.397,30.8,428.26,2.83,0.378,0.741,agricultural,2015
Nanded,19.15471644794019,77.0459774019841,0.811,-0.472,-0.105,22.8,188.43,0.62,0.821,0.229,forest,2015
Nanded,19.617084065699395,77.25435117437286,0.053,0.196,-0.185,41.73,555.94,3.0,0.12,0.736,urban,2010
Nanded,18.983423551822398,77.29542353905202,0.082,-0.014,-0.167,35.94,597.19,1.85,0.403,0.57,urban,2013
Nanded,19.08430360415215,77.22774832919995,0.289,0.205,0.137,32.56,159.91,9.45,0.203,0.642,urban,2011
Nanded,19.09584254973053,77.00462972767632,0.164,0.337,0.152,35.34,449.04,3.42,0.674,0.285,urban,2011
Nanded,19.62759089795635,77.18992109731775,0.035,0.329,-0.337,40.9,347.97,0.92,0.409,0.722,urban,2018
Nanded,19.394073211836094,77.11620570138356,0.322,-0.448,0.052,34.56,242.51,3.91,0.749,0.448,agricultural,2020
Nanded,19.54411505604879,77.34838282761878,0.19,0.18,-0.118,39.78,325.29,4.66,0.313,0.791,urban,2014
Nanded,19.074391403626727,77.49826942737552,-0.479,-0.433,0.727,31.45,180.65,7.35,0.598,0.382,water,2011
Nanded,18.810537288437196,76.95410601753068,-0.059,0.013,-0.477,43.73,386.95,5.23,0.665,0.793,urban,2015
Nanded,18.900581966861743,77.3704315958462,0.018,0.442,-0.212,42.32,201.46,4.94,0.202,0.448,urban,2013
Nanded,18.91068510230264,76.84351455960919,0.212,0.463,-0.301,41.66,542.8,1.25,0.569,0.567,urban,2020
Nanded,19.63806896487236,77.08205153883341,0.003,0.251,-0.362,35.74,453.96,3.98,0.152,0.439,urban,2014
Nanded,18.662525884611387,76.8235423021999,0.406,-0.432,-0.31,33.75,582.3,6.08,0.428,0.434,agricultural,2022
Nanded,19.272034050868797,76.8541362064161,0.619,-0.304,-0.477,30.86,278.34,7.83,0.448,0.674,agricultural,2014
Nanded,18.940380599486346,77.46504972152577,0.287,0.009,-0.307,42.52,194.92,4.01,0.792,0.582,urban,2019
Nanded,18.9069207870802,77.49047492814219,0.125,-0.338,-0.1,37.88,582.28,5.09,0.177,0.62,barren,2023
Nanded,19.10387558998963,77.75481726021908,0.441,-0.212,-0.243,37.41,168.34,0.68,0.725,0.441,agricultural,2021
Nanded,19.62517080955146,77.61781112880608,0.536,-0.236,-0.486,34.71,294.18,4.6,0.746,0.514,agricultural,2014
Nanded,19.338909482333563,77.41531460431136,0.191,0.253,-0.211,32.69,109.25,0.47,0.867,0.394,urban,2014
Nanded,18.738691250756663,77.38006622459372,0.129,0.248,-0.288,43.52,559.6,6.45,0.791,0.236,urban,2015
Nanded,18.730727989297872,77.28517576537062,0.839,-0.374,-0.116,22.08,593.32,7.67,0.389,0.79,forest,2016
Nanded,19.321669191066622,77.80476886631381,-0.465,-0.366,0.41,26.53,573.7,4.27,0.36,0.584,water,2023
Nanded,19.044242311273557,77.77516272938527,0.518,-0.199,-0.232,29.71,314.92,4.19,0.436,0.617,agricultural,2020
Nanded,18.789640387182622,77.54728026832926,0.293,0.214,-0.109,37.3,277.8,9.85,0.133,0.446,urban,2020
Nanded,19.57136033611316,77.59786665690181,0.378,-0.146,-0.238,37.17,593.28,7.71,0.599,0.29,agricultural,2022
Nanded,19.586962679085982,77.59996250587429,-0.327,-0.313,0.334,29.27,162.63,6.52,0.637,0.395,water,2023
Nanded,19.18381144478604,77.7762242002983,0.499,-0.133,0.099,34.92,176.48,4.97,0.792,0.565,agricultural,2013
Nanded,19.295298315155648,77.13864297884909,0.307,-0.495,0.125,28.39,266.27,9.24,0.653,0.589,agricultural,2013
Nanded,19.54635588814417,77.2367616918725,0.512,-0.248,-0.286,35.95,260.87,0.71,0.261,0.445,agricultural,2018
Nanded,19.482234161359134,77.20025958006637,0.336,-0.421,-0.119,29.78,131.98,7.15,0.727,0.71,agricultural,2018
Nanded,19.48250099080077,77.26010447750018,0.594,-0.267,-0.484,32.02,126.44,0.83,0.145,0.777,agricultural,2021
Nanded,18.75902053541262,77.22129939478589,0.599,-0.471,-0.198,26.8,498.55,0.52,0.434,0.786,forest,2015
Nanded,18.785133280451326,77.72755000809353,0.61,-0.446,0.087,27.58,305.78,3.69,0.762,0.254,forest,2015
Nanded,18.655141015195937,77.07615906182804,0.827,-0.19,-0.063,24.34,567.39,4.92,0.324,0.419,forest,2016
Nanded,19.0542623251127,77.40469568624073,0.375,-0.446,-0.478,30.27,151.76,0.45,0.21,0.321,agricultural,2021
Nanded,19.240464115852046,77.17279102408328,0.429,-0.443,0.158,33.15,470.94,6.94,0.328,0.536,agricultural,2017
Nanded,18.845921098210113,77.75588895338691,0.568,-0.184,-0.245,28.15,274.67,1.17,0.224,0.42,agricultural,2018
Nanded,18.940946013197383,77.20729562197423,0.161,0.211,-0.493,33.35,494.24,3.9,0.136,0.695,urban,2012
Nanded,18.946574592890425,77.80366272049993,0.69,-0.494,0.005,37.49,131.93,8.66,0.433,0.727,agricultural,2012
Nanded,19.476689730611827,77.32057787842778,0.159,0.276,0.064,37.68,229.33,2.63,0.364,0.57,urban,2021
Nanded,18.793351163950394,77.44536905716036,0.061,0.376,-0.297,40.96,152.9,1.13,0.615,0.25,urban,2022
Nanded,19.195620249342625,76.88989736051059,0.475,-0.275,0.184,34.32,395.43,3.8,0.605,0.208,agricultural,2015
Nanded,19.08536799875503,76.83527359790682,-0.012,0.238,-0.032,37.0,309.49,4.98,0.707,0.211,urban,2016
Nanded,19.53465898004723,76.96786929202536,0.428,-0.292,-0.444,32.85,562.29,6.85,0.726,0.548,agricultural,2022
Nanded,19.060346329448286,77.31736981299785,0.48,-0.261,0.111,31.08,100.56,9.74,0.121,0.291,agricultural,2022
Nanded,18.719984285443388,77.49887893038166,0.634,-0.321,-0.117,30.0,384.58,3.48,0.179,0.768,agricultural,2014
Nanded,19.49708723250997,77.71634413378435,0.263,0.008,-0.334,37.55,247.25,7.59,0.371,0.792,urban,2010
Nanded,19.175636422241013,77.35634588972327,0.325,-0.429,-0.381,34.72,105.96,8.06,0.538,0.54,agricultural,2010
Nanded,19.198364680554104,77.16992285453406,-0.381,-0.387,0.544,29.42,235.98,8.06,0.748,0.364,water,2012
Nanded,18.87401496669334,76.90525527128243,-0.124,-0.178,0.194,33.66,556.97,6.42,0.553,0.488,barren,2015
Nanded,19.544764213672128,77.50251145741292,0.477,-0.275,-0.143,34.96,196.05,3.54,0.432,0.312,agricultural,2022
Nanded,18.73971863174085,76.82936225637957,0.337,-0.215,-0.117,33.24,594.89,6.18,0.817,0.748,agricultural,2019
Nanded,18.80702056023888,77.442418717222,0.474,-0.192,0.077,35.87,323.64,7.5,0.675,0.388,agricultural,2016
Nanded,19.52485947476547,76.85045120030533,0.071,-0.273,-0.351,30.77,454.24,9.63,0.856,0.512,barren,2013
Nanded,18.838966086931233,77.24540575784589,0.017,-0.31,0.691,24.04,534.28,5.95,0.292,0.408,water,2011
Nanded,19.472540202084357,77.32212487953636,0.432,-0.286,0.07,37.82,225.73,1.07,0.417,0.286,agricultural,2013
Nanded,19.598312910759393,77.52126559743103,0.548,-0.44,0.025,37.74,341.19,9.62,0.128,0.221,agricultural,2015
Nanded,19.23592227544303,77.3295316066113,0.375,-0.354,-0.145,35.03,521.01,0.83,0.625,0.486,agricultural,2017
Nanded,18.71069245334018,77.25855364228688,0.48,-0.418,-0.169,29.9,122.31,3.74,0.12,0.538,agricultural,2014
Nanded,19.533283550745953,77.02428047898016,0.292,-0.094,-0.243,40.75,179.46,5.61,0.307,0.334,urban,2011
Nanded,19.248775980920886,77.63426874698332,0.451,-0.432,-0.301,30.93,263.39,6.41,0.694,0.506,agricultural,2012
Nanded,19.33411500129717,77.28731521921819,0.3,0.174,0.156,38.37,491.0,5.73,0.807,0.469,urban,2021
Nanded,19.033416017226063,77.49248252930755,0.643,-0.102,-0.33,32.74,140.63,1.41,0.843,0.526,agricultural,2010
Nanded,18.67511944092283,77.6542662536227,0.124,0.073,-0.341,39.67,194.13,1.39,0.355,0.717,urban,2011
Nanded,18.94810282932094,77.11663545733884,-0.127,-0.484,0.601,27.41,520.56,9.07,0.329,0.671,water,2016
Nanded,19.225192762282344,77.7358398448427,-0.023,0.307,-0.317,38.04,506.06,7.92,0.784,0.297,urban,2013
Nanded,18.683618012599624,77.24154278025732,-0.083,0.377,-0.328,40.71,458.7,9.26,0.507,0.709,urban,2018
Nanded,19.209457452137386,76.90202554430846,0.076,0.223,-0.163,44.58,139.27,2.65,0.875,0.467,urban,2010
Nanded,19.207698377440657,76.90468586346795,0.414,-0.484,-0.404,34.33,481.81,8.7,0.301,0.4,agricultural,2010
Nanded,19.585110457594936,76.91090450995512,0.223,0.19,0.176,33.53,166.65,3.49,0.265,0.618,urban,2023
Nanded,19.480616389886467,77.21793643775244,-0.355,-0.405,0.555,27.62,463.43,7.33,0.558,0.555,water,2016
Nanded,18.864001705698414,77.5801260758656,-0.095,0.028,-0.475,37.12,278.92,0.99,0.704,0.532,urban,2011
Nanded,19.541621446818738,77.09013219388567,0.167,0.015,0.188,34.31,485.85,9.68,0.68,0.599,urban,2016
Nanded,19.065302397952426,77.78298252673233,0.411,-0.244,0.117,34.17,588.52,2.23,0.761,0.756,agricultural,2011
Nanded,18.64339678081454,77.3455088434189,0.381,-0.119,0.132,28.66,360.67,5.29,0.146,0.224,agricultural,2023
Nanded,18.952357101783626,77.44702986487255,0.086,0.464,-0.26,40.56,103.78,6.64,0.831,0.413,urban,2023
Nanded,18.902192561798763,77.77323852865244,0.031,0.141,-0.309,36.48,439.71,9.22,0.566,0.206,urban,2016
Nanded,18.791635780918522,77.18792022410544,0.864,-0.454,0.136,29.72,262.29,7.01,0.548,0.402,forest,2020
Nanded,18.81934446341179,77.09003562780454,0.671,-0.176,-0.269,33.48,302.98,4.66,0.709,0.526,agricultural,2019
Nanded,19.557988250390054,77.06865979479736,0.527,-0.223,-0.144,34.2,494.69,5.45,0.882,0.341,agricultural,2014
Nanded,19.611452926405534,77.3676404757058,0.513,-0.318,-0.239,37.63,236.15,6.75,0.743,0.318,agricultural,2018
Nanded,18.945171872778822,76.91729578021149,0.666,-0.234,-0.045,31.46,485.3,0.3,0.545,0.219,agricultural,2017
Nanded,18.852415890926714,77.44071393111915,0.265,0.277,-0.032,43.06,466.52,1.24,0.594,0.787,urban,2010
Nanded,18.918811625089717,77.74902666461006,0.025,-0.343,0.168,31.56,146.84,9.63,0.683,0.405,barren,2017
Nanded,19.60142419442059,77.60701888442546,0.009,0.222,-0.35,44.94,484.75,5.68,0.697,0.75,urban,2016
Nanded,19.285948233808316,77.61951984035353,0.64,-0.341,-0.226,36.08,479.81,9.01,0.206,0.614,agricultural,2013
Nanded,18.961774979921884,77.56943588316916,0.31,-0.169,-0.272,34.87,408.28,4.4,0.697,0.777,agricultural,2019
Nanded,19.258525392915026,77.46614955674822,0.626,-0.162,-0.194,25.59,485.94,4.96,0.313,0.797,forest,2017
Nanded,18.712215978937284,77.61170947108347,0.559,-0.147,-0.371,28.59,293.35,5.65,0.329,0.614,agricultural,2010
Nanded,19.35363822937397,76.88620078739675,0.587,-0.414,-0.291,36.07,486.67,8.14,0.358,0.782,agricultural,2014
Nanded,19.090769477568383,77.60410816042669,0.491,-0.234,-0.382,37.02,477.05,0.81,0.831,0.443,agricultural,2017
Nanded,19.114037594960532,77.38288783899921,0.158,0.163,-0.318,38.72,389.59,6.31,0.584,0.57,urban,2023
Nanded,19.009588812777974,76.93785545574929,0.415,-0.437,-0.075,28.47,132.6,2.47,0.255,0.424,agricultural,2014
